SPPN	primary_lifestyle	species
Penicillium_brevicompactum_9	unspecified_saprotroph	Penicillium_brevicompactum_9
Penicillium_brevicompactum_10	unspecified_saprotroph	Penicillium_brevicompactum_10
Penicillium_brevicompactum_11	unspecified_saprotroph	Penicillium_brevicompactum_11
Penicillium_brevicompactum_12	unspecified_saprotroph	Penicillium_brevicompactum_12
Penicillium_brevicompactum_13	unspecified_saprotroph	Penicillium_brevicompactum_13
Penicillium_brevicompactum_14	unspecified_saprotroph	Penicillium_brevicompactum_14
Penicillium_buchwaldii_1	unspecified_saprotroph	Penicillium_buchwaldii_1
Penicillium_burgense_10	unspecified_saprotroph	Penicillium_burgense_10
Penicillium_catalonicum_1	unspecified_saprotroph	Penicillium_catalonicum_1
Penicillium_catalonicum_2	unspecified_saprotroph	Penicillium_catalonicum_2
Penicillium_catalonicum_4	unspecified_saprotroph	Penicillium_catalonicum_4
Penicillium_cinnamopurpureum_1	unspecified_saprotroph	Penicillium_cinnamopurpureum_1
Penicillium_citreonigrum_4	unspecified_saprotroph	Penicillium_citreonigrum_4
Penicillium_citrinum_1	unspecified_saprotroph	Penicillium_citrinum_1
Penicillium_citrinum_2	unspecified_saprotroph	Penicillium_citrinum_2
Penicillium_citrinum_3	unspecified_saprotroph	Penicillium_citrinum_3
Penicillium_decumbens_1	unspecified_saprotroph	Penicillium_decumbens_1
Penicillium_dodgei_1	unspecified_saprotroph	Penicillium_dodgei_1
Penicillium_erubescens_1	unspecified_saprotroph	Penicillium_erubescens_1
Penicillium_erubescens_2	unspecified_saprotroph	Penicillium_erubescens_2
Penicillium_expansum_1	unspecified_saprotroph	Penicillium_expansum_1
Penicillium_expansum_2	unspecified_saprotroph	Penicillium_expansum_2
Penicillium_fortuitum_1	unspecified_saprotroph	Penicillium_fortuitum_1
Penicillium_fortuitum_2	unspecified_saprotroph	Penicillium_fortuitum_2
Penicillium_fructuariae-cellae_1	unspecified_saprotroph	Penicillium_fructuariae-cellae_1
Penicillium_georgiense_1	unspecified_saprotroph	Penicillium_georgiense_1
Penicillium_georgiense_2	unspecified_saprotroph	Penicillium_georgiense_2
Penicillium_globosum_1	unspecified_saprotroph	Penicillium_globosum_1
Penicillium_gracehopperae_4	unspecified_saprotroph	Penicillium_gracehopperae_4
Penicillium_gracehopperae_10	unspecified_saprotroph	Penicillium_gracehopperae_10
Penicillium_gracehopperae_15	unspecified_saprotroph	Penicillium_gracehopperae_15
Penicillium_gracehopperae_17	unspecified_saprotroph	Penicillium_gracehopperae_17
Penicillium_gracehopperae_22	unspecified_saprotroph	Penicillium_gracehopperae_22
Penicillium_gracehopperae_24	unspecified_saprotroph	Penicillium_gracehopperae_24
Penicillium_gracehopperae_25	unspecified_saprotroph	Penicillium_gracehopperae_25
Penicillium_gracehopperae_27	unspecified_saprotroph	Penicillium_gracehopperae_27
Penicillium_gracehopperae_33	unspecified_saprotroph	Penicillium_gracehopperae_33
Penicillium_gracehopperae_35	unspecified_saprotroph	Penicillium_gracehopperae_35
Penicillium_gracehopperae_37	unspecified_saprotroph	Penicillium_gracehopperae_37
Penicillium_gracehopperae_39	unspecified_saprotroph	Penicillium_gracehopperae_39
Penicillium_gracehopperae_41	unspecified_saprotroph	Penicillium_gracehopperae_41
Penicillium_gracehopperae_42	unspecified_saprotroph	Penicillium_gracehopperae_42
Penicillium_gracehopperae_43	unspecified_saprotroph	Penicillium_gracehopperae_43
Penicillium_gracehopperae_50	unspecified_saprotroph	Penicillium_gracehopperae_50
Penicillium_gracehopperae_52	unspecified_saprotroph	Penicillium_gracehopperae_52
Penicillium_gracehopperae_55	unspecified_saprotroph	Penicillium_gracehopperae_55
Penicillium_gracehopperae_60	unspecified_saprotroph	Penicillium_gracehopperae_60
Penicillium_gracehopperae_62	unspecified_saprotroph	Penicillium_gracehopperae_62
Penicillium_gracehopperae_66	unspecified_saprotroph	Penicillium_gracehopperae_66
Penicillium_gracehopperae_71	unspecified_saprotroph	Penicillium_gracehopperae_71
Penicillium_gracehopperae_74	unspecified_saprotroph	Penicillium_gracehopperae_74
Penicillium_gracehopperae_82	unspecified_saprotroph	Penicillium_gracehopperae_82
Penicillium_gracehopperae_83	unspecified_saprotroph	Penicillium_gracehopperae_83
Penicillium_gracehopperae_86	unspecified_saprotroph	Penicillium_gracehopperae_86
Penicillium_gracehopperae_87	unspecified_saprotroph	Penicillium_gracehopperae_87
Penicillium_gracehopperae_95	unspecified_saprotroph	Penicillium_gracehopperae_95
Penicillium_gracehopperae_96	unspecified_saprotroph	Penicillium_gracehopperae_96
Penicillium_gracehopperae_98	unspecified_saprotroph	Penicillium_gracehopperae_98
Penicillium_gracehopperae_106	unspecified_saprotroph	Penicillium_gracehopperae_106
Penicillium_gracehopperae_107	unspecified_saprotroph	Penicillium_gracehopperae_107
Penicillium_gracehopperae_117	unspecified_saprotroph	Penicillium_gracehopperae_117
Penicillium_gracehopperae_119	unspecified_saprotroph	Penicillium_gracehopperae_119
Penicillium_gracehopperae_120	unspecified_saprotroph	Penicillium_gracehopperae_120
Penicillium_gracehopperae_128	unspecified_saprotroph	Penicillium_gracehopperae_128
Penicillium_gracehopperae_130	unspecified_saprotroph	Penicillium_gracehopperae_130
Penicillium_gracehopperae_132	unspecified_saprotroph	Penicillium_gracehopperae_132
Penicillium_gracehopperae_145	unspecified_saprotroph	Penicillium_gracehopperae_145
Penicillium_gracehopperae_147	unspecified_saprotroph	Penicillium_gracehopperae_147
Penicillium_gracehopperae_161	unspecified_saprotroph	Penicillium_gracehopperae_161
Penicillium_gracehopperae_162	unspecified_saprotroph	Penicillium_gracehopperae_162
Penicillium_gracehopperae_163	unspecified_saprotroph	Penicillium_gracehopperae_163
Penicillium_gracehopperae_176	unspecified_saprotroph	Penicillium_gracehopperae_176
Penicillium_griseoflavum_1	unspecified_saprotroph	Penicillium_griseoflavum_1
Penicillium_griseolum_1	unspecified_saprotroph	Penicillium_griseolum_1
Penicillium_guanacastense_1	unspecified_saprotroph	Penicillium_guanacastense_1
Penicillium_guanacastense_2	unspecified_saprotroph	Penicillium_guanacastense_2
Penicillium_guanacastense_3	unspecified_saprotroph	Penicillium_guanacastense_3
Penicillium_hainanense_1	unspecified_saprotroph	Penicillium_hainanense_1
Penicillium_hainanense_2	unspecified_saprotroph	Penicillium_hainanense_2
Penicillium_hainanense_3	unspecified_saprotroph	Penicillium_hainanense_3
Penicillium_hainanense_4	unspecified_saprotroph	Penicillium_hainanense_4
Penicillium_hainanense_5	unspecified_saprotroph	Penicillium_hainanense_5
Penicillium_hermansii_1	unspecified_saprotroph	Penicillium_hermansii_1
Penicillium_herquei_3	unspecified_saprotroph	Penicillium_herquei_3
Penicillium_humicoloides_1	unspecified_saprotroph	Penicillium_humicoloides_1
Penicillium_jensenii_1	unspecified_saprotroph	Penicillium_jensenii_1
Penicillium_jensenii_3	unspecified_saprotroph	Penicillium_jensenii_3
Penicillium_jensenii_4	unspecified_saprotroph	Penicillium_jensenii_4
Penicillium_jensenii_5	unspecified_saprotroph	Penicillium_jensenii_5
Penicillium_jensenii_6	unspecified_saprotroph	Penicillium_jensenii_6
Penicillium_jensenii_10	unspecified_saprotroph	Penicillium_jensenii_10
Penicillium_jensenii_12	unspecified_saprotroph	Penicillium_jensenii_12
Penicillium_lagena_1	unspecified_saprotroph	Penicillium_lagena_1
Penicillium_lagena_2	unspecified_saprotroph	Penicillium_lagena_2
Penicillium_lagena_5	unspecified_saprotroph	Penicillium_lagena_5
Penicillium_lagena_8	unspecified_saprotroph	Penicillium_lagena_8
Penicillium_lagena_11	unspecified_saprotroph	Penicillium_lagena_11
Penicillium_lagena_12	unspecified_saprotroph	Penicillium_lagena_12
Penicillium_lagena_15	unspecified_saprotroph	Penicillium_lagena_15
Penicillium_lagena_18	unspecified_saprotroph	Penicillium_lagena_18
Penicillium_lagena_22	unspecified_saprotroph	Penicillium_lagena_22
Penicillium_lagena_24	unspecified_saprotroph	Penicillium_lagena_24
Penicillium_lagena_25	unspecified_saprotroph	Penicillium_lagena_25
Penicillium_lagena_27	unspecified_saprotroph	Penicillium_lagena_27
Penicillium_lagena_31	unspecified_saprotroph	Penicillium_lagena_31
Penicillium_lanosum_1	unspecified_saprotroph	Penicillium_lanosum_1
Penicillium_lanosum_8	unspecified_saprotroph	Penicillium_lanosum_8
Penicillium_lanosum_9	unspecified_saprotroph	Penicillium_lanosum_9
Penicillium_lanosum_10	unspecified_saprotroph	Penicillium_lanosum_10
Penicillium_lanosum_11	unspecified_saprotroph	Penicillium_lanosum_11
Penicillium_lanosum_12	unspecified_saprotroph	Penicillium_lanosum_12
Penicillium_lanosum_13	unspecified_saprotroph	Penicillium_lanosum_13
Penicillium_lanosum_14	unspecified_saprotroph	Penicillium_lanosum_14
Penicillium_lanosum_15	unspecified_saprotroph	Penicillium_lanosum_15
Penicillium_lanosum_16	unspecified_saprotroph	Penicillium_lanosum_16
Penicillium_lanosum_17	unspecified_saprotroph	Penicillium_lanosum_17
Penicillium_lanosum_18	unspecified_saprotroph	Penicillium_lanosum_18
Penicillium_lanosum_19	unspecified_saprotroph	Penicillium_lanosum_19
Penicillium_lanosum_20	unspecified_saprotroph	Penicillium_lanosum_20
Penicillium_lanosum_21	unspecified_saprotroph	Penicillium_lanosum_21
Penicillium_lividum_1	unspecified_saprotroph	Penicillium_lividum_1
Penicillium_longicatenatum_5	unspecified_saprotroph	Penicillium_longicatenatum_5
Penicillium_longicatenatum_6	unspecified_saprotroph	Penicillium_longicatenatum_6
Penicillium_longicatenatum_7	unspecified_saprotroph	Penicillium_longicatenatum_7
Penicillium_longicatenatum_8	unspecified_saprotroph	Penicillium_longicatenatum_8
Penicillium_longicatenatum_9	unspecified_saprotroph	Penicillium_longicatenatum_9
Penicillium_longicatenatum_10	unspecified_saprotroph	Penicillium_longicatenatum_10
Penicillium_longicatenatum_11	unspecified_saprotroph	Penicillium_longicatenatum_11
Penicillium_longicatenatum_12	unspecified_saprotroph	Penicillium_longicatenatum_12
Penicillium_longicatenatum_13	unspecified_saprotroph	Penicillium_longicatenatum_13
Penicillium_longicatenatum_14	unspecified_saprotroph	Penicillium_longicatenatum_14
Penicillium_lunae_2	unspecified_saprotroph	Penicillium_lunae_2
Penicillium_macrosclerotiorum_1	unspecified_saprotroph	Penicillium_macrosclerotiorum_1
Penicillium_madriti_2	unspecified_saprotroph	Penicillium_madriti_2
Penicillium_madriti_3	unspecified_saprotroph	Penicillium_madriti_3
Penicillium_madriti_4	unspecified_saprotroph	Penicillium_madriti_4
Penicillium_madriti_5	unspecified_saprotroph	Penicillium_madriti_5
Penicillium_madriti_6	unspecified_saprotroph	Penicillium_madriti_6
Penicillium_mallochii_1	unspecified_saprotroph	Penicillium_mallochii_1
Penicillium_mallochii_2	unspecified_saprotroph	Penicillium_mallochii_2
Penicillium_mallochii_3	unspecified_saprotroph	Penicillium_mallochii_3
Penicillium_mallochii_4	unspecified_saprotroph	Penicillium_mallochii_4
Penicillium_menonorum_1	unspecified_saprotroph	Penicillium_menonorum_1
Penicillium_menonorum_2	unspecified_saprotroph	Penicillium_menonorum_2
Penicillium_menonorum_3	unspecified_saprotroph	Penicillium_menonorum_3
Penicillium_miczynskii_2	unspecified_saprotroph	Penicillium_miczynskii_2
Penicillium_miczynskii_3	unspecified_saprotroph	Penicillium_miczynskii_3
Penicillium_oregonense_1	unspecified_saprotroph	Penicillium_oregonense_1
Penicillium_oregonense_2	unspecified_saprotroph	Penicillium_oregonense_2
Penicillium_oregonense_5	unspecified_saprotroph	Penicillium_oregonense_5
Penicillium_oregonense_8	unspecified_saprotroph	Penicillium_oregonense_8
Penicillium_oregonense_9	unspecified_saprotroph	Penicillium_oregonense_9
Penicillium_oregonense_10	unspecified_saprotroph	Penicillium_oregonense_10
Penicillium_oregonense_11	unspecified_saprotroph	Penicillium_oregonense_11
Penicillium_oregonense_12	unspecified_saprotroph	Penicillium_oregonense_12
Penicillium_oregonense_15	unspecified_saprotroph	Penicillium_oregonense_15
Penicillium_oregonense_18	unspecified_saprotroph	Penicillium_oregonense_18
Penicillium_oregonense_21	unspecified_saprotroph	Penicillium_oregonense_21
Penicillium_oregonense_23	unspecified_saprotroph	Penicillium_oregonense_23
Penicillium_oregonense_27	unspecified_saprotroph	Penicillium_oregonense_27
Penicillium_oregonense_28	unspecified_saprotroph	Penicillium_oregonense_28
Penicillium_oregonense_29	unspecified_saprotroph	Penicillium_oregonense_29
Penicillium_oregonense_30	unspecified_saprotroph	Penicillium_oregonense_30
Penicillium_oregonense_31	unspecified_saprotroph	Penicillium_oregonense_31
Penicillium_oregonense_32	unspecified_saprotroph	Penicillium_oregonense_32
Penicillium_oregonense_38	unspecified_saprotroph	Penicillium_oregonense_38
Penicillium_paneum_1	unspecified_saprotroph	Penicillium_paneum_1
Penicillium_paradoxum_1	unspecified_saprotroph	Penicillium_paradoxum_1
Penicillium_paradoxum_2	unspecified_saprotroph	Penicillium_paradoxum_2
Penicillium_paradoxum_3	unspecified_saprotroph	Penicillium_paradoxum_3
Penicillium_paradoxum_4	unspecified_saprotroph	Penicillium_paradoxum_4
Penicillium_paradoxum_5	unspecified_saprotroph	Penicillium_paradoxum_5
Penicillium_paradoxum_6	unspecified_saprotroph	Penicillium_paradoxum_6
Penicillium_parvulum_1	unspecified_saprotroph	Penicillium_parvulum_1
Penicillium_paxilli_1	unspecified_saprotroph	Penicillium_paxilli_1
Penicillium_paxilli_2	unspecified_saprotroph	Penicillium_paxilli_2
Penicillium_penicillioides_1	unspecified_saprotroph	Penicillium_penicillioides_1
Penicillium_penicillioides_2	unspecified_saprotroph	Penicillium_penicillioides_2
Penicillium_penicillioides_3	unspecified_saprotroph	Penicillium_penicillioides_3
Penicillium_pimiteouiense_1	unspecified_saprotroph	Penicillium_pimiteouiense_1
Penicillium_pimiteouiense_2	unspecified_saprotroph	Penicillium_pimiteouiense_2
Penicillium_pimiteouiense_3	unspecified_saprotroph	Penicillium_pimiteouiense_3
Penicillium_pimiteouiense_4	unspecified_saprotroph	Penicillium_pimiteouiense_4
Penicillium_pimiteouiense_5	unspecified_saprotroph	Penicillium_pimiteouiense_5
Penicillium_pimiteouiense_6	unspecified_saprotroph	Penicillium_pimiteouiense_6
Penicillium_pimiteouiense_7	unspecified_saprotroph	Penicillium_pimiteouiense_7
Penicillium_pimiteouiense_8	unspecified_saprotroph	Penicillium_pimiteouiense_8
Penicillium_pimiteouiense_9	unspecified_saprotroph	Penicillium_pimiteouiense_9
Penicillium_pimiteouiense_10	unspecified_saprotroph	Penicillium_pimiteouiense_10
Penicillium_pimiteouiense_11	unspecified_saprotroph	Penicillium_pimiteouiense_11
Penicillium_pimiteouiense_12	unspecified_saprotroph	Penicillium_pimiteouiense_12
Penicillium_pimiteouiense_13	unspecified_saprotroph	Penicillium_pimiteouiense_13
Penicillium_pimiteouiense_14	unspecified_saprotroph	Penicillium_pimiteouiense_14
Penicillium_pimiteouiense_15	unspecified_saprotroph	Penicillium_pimiteouiense_15
Penicillium_pimiteouiense_16	unspecified_saprotroph	Penicillium_pimiteouiense_16
Penicillium_pimiteouiense_17	unspecified_saprotroph	Penicillium_pimiteouiense_17
Penicillium_pimiteouiense_18	unspecified_saprotroph	Penicillium_pimiteouiense_18
Penicillium_pimiteouiense_19	unspecified_saprotroph	Penicillium_pimiteouiense_19
Penicillium_pimiteouiense_20	unspecified_saprotroph	Penicillium_pimiteouiense_20
Penicillium_pimiteouiense_21	unspecified_saprotroph	Penicillium_pimiteouiense_21
Penicillium_pimiteouiense_22	unspecified_saprotroph	Penicillium_pimiteouiense_22
Penicillium_pimiteouiense_23	unspecified_saprotroph	Penicillium_pimiteouiense_23
Penicillium_polonicum_1	unspecified_saprotroph	Penicillium_polonicum_1
Penicillium_polonicum_3	unspecified_saprotroph	Penicillium_polonicum_3
Penicillium_polonicum_4	unspecified_saprotroph	Penicillium_polonicum_4
Penicillium_quercetorum_1	unspecified_saprotroph	Penicillium_quercetorum_1
Penicillium_roqueforti_1	unspecified_saprotroph	Penicillium_roqueforti_1
Penicillium_salamorum_1	unspecified_saprotroph	Penicillium_salamorum_1
Penicillium_scabrosum_1	unspecified_saprotroph	Penicillium_scabrosum_1
Penicillium_scabrosum_2	unspecified_saprotroph	Penicillium_scabrosum_2
Penicillium_scabrosum_3	unspecified_saprotroph	Penicillium_scabrosum_3
Penicillium_sclerotigenum_2	unspecified_saprotroph	Penicillium_sclerotigenum_2
Penicillium_sclerotigenum_4	unspecified_saprotroph	Penicillium_sclerotigenum_4
Penicillium_sclerotigenum_7	unspecified_saprotroph	Penicillium_sclerotigenum_7
Penicillium_sclerotigenum_8	unspecified_saprotroph	Penicillium_sclerotigenum_8
Penicillium_sclerotiorum_1	unspecified_saprotroph	Penicillium_sclerotiorum_1
Penicillium_sclerotiorum_2	unspecified_saprotroph	Penicillium_sclerotiorum_2
Penicillium_sclerotiorum_3	unspecified_saprotroph	Penicillium_sclerotiorum_3
Penicillium_sclerotiorum_4	unspecified_saprotroph	Penicillium_sclerotiorum_4
Penicillium_sclerotiorum_5	unspecified_saprotroph	Penicillium_sclerotiorum_5
Penicillium_sclerotiorum_6	unspecified_saprotroph	Penicillium_sclerotiorum_6
Penicillium_sclerotiorum_7	unspecified_saprotroph	Penicillium_sclerotiorum_7
Penicillium_sclerotiorum_8	unspecified_saprotroph	Penicillium_sclerotiorum_8
Penicillium_sclerotiorum_9	unspecified_saprotroph	Penicillium_sclerotiorum_9
Penicillium_senticosum_1	unspecified_saprotroph	Penicillium_senticosum_1
Penicillium_sexuale_1	unspecified_saprotroph	Penicillium_sexuale_1
Penicillium_singorense_1	unspecified_saprotroph	Penicillium_singorense_1
Penicillium_soliforme_1	unspecified_saprotroph	Penicillium_soliforme_1
Penicillium_soliforme_2	unspecified_saprotroph	Penicillium_soliforme_2
Penicillium_sp_1	unspecified_saprotroph	Penicillium_sp_1
Penicillium_sp_3	unspecified_saprotroph	Penicillium_sp_3
Penicillium_sp_4	unspecified_saprotroph	Penicillium_sp_4
Penicillium_sp_7	unspecified_saprotroph	Penicillium_sp_7
Penicillium_sp_9	unspecified_saprotroph	Penicillium_sp_9
Penicillium_sp_10	unspecified_saprotroph	Penicillium_sp_10
Penicillium_sp_11	unspecified_saprotroph	Penicillium_sp_11
Penicillium_sp_12	unspecified_saprotroph	Penicillium_sp_12
Penicillium_sp_13	unspecified_saprotroph	Penicillium_sp_13
Penicillium_sp_15	unspecified_saprotroph	Penicillium_sp_15
Penicillium_sp_16	unspecified_saprotroph	Penicillium_sp_16
Penicillium_sp_18	unspecified_saprotroph	Penicillium_sp_18
Penicillium_sp_19	unspecified_saprotroph	Penicillium_sp_19
Penicillium_sp_20	unspecified_saprotroph	Penicillium_sp_20
Penicillium_sp_21	unspecified_saprotroph	Penicillium_sp_21
Penicillium_sp_23	unspecified_saprotroph	Penicillium_sp_23
Penicillium_sp_24	unspecified_saprotroph	Penicillium_sp_24
Penicillium_sp_25	unspecified_saprotroph	Penicillium_sp_25
Penicillium_sp_30	unspecified_saprotroph	Penicillium_sp_30
Penicillium_sp_31	unspecified_saprotroph	Penicillium_sp_31
Penicillium_sp_34	unspecified_saprotroph	Penicillium_sp_34
Penicillium_sp_35	unspecified_saprotroph	Penicillium_sp_35
Penicillium_sp_36	unspecified_saprotroph	Penicillium_sp_36
Penicillium_sp_38	unspecified_saprotroph	Penicillium_sp_38
Penicillium_sp_39	unspecified_saprotroph	Penicillium_sp_39
Penicillium_sp_41	unspecified_saprotroph	Penicillium_sp_41
Penicillium_sp_42	unspecified_saprotroph	Penicillium_sp_42
Penicillium_sp_44	unspecified_saprotroph	Penicillium_sp_44
Penicillium_sp_46	unspecified_saprotroph	Penicillium_sp_46
Penicillium_sp_47	unspecified_saprotroph	Penicillium_sp_47
Penicillium_sp_48	unspecified_saprotroph	Penicillium_sp_48
Penicillium_sp_53	unspecified_saprotroph	Penicillium_sp_53
Penicillium_sp_56	unspecified_saprotroph	Penicillium_sp_56
Penicillium_sp_57	unspecified_saprotroph	Penicillium_sp_57
Penicillium_sp_58	unspecified_saprotroph	Penicillium_sp_58
Penicillium_sp_63	unspecified_saprotroph	Penicillium_sp_63
Penicillium_sp_67	unspecified_saprotroph	Penicillium_sp_67
Penicillium_sp_69	unspecified_saprotroph	Penicillium_sp_69
Penicillium_sp_73	unspecified_saprotroph	Penicillium_sp_73
Penicillium_sp_77	unspecified_saprotroph	Penicillium_sp_77
Penicillium_sp_78	unspecified_saprotroph	Penicillium_sp_78
Penicillium_sp_79	unspecified_saprotroph	Penicillium_sp_79
Penicillium_sp_83	unspecified_saprotroph	Penicillium_sp_83
Penicillium_sp_85	unspecified_saprotroph	Penicillium_sp_85
Penicillium_sp_86	unspecified_saprotroph	Penicillium_sp_86
Penicillium_sp_88	unspecified_saprotroph	Penicillium_sp_88
Penicillium_sp_90	unspecified_saprotroph	Penicillium_sp_90
Penicillium_sp_92	unspecified_saprotroph	Penicillium_sp_92
Penicillium_sp_95	unspecified_saprotroph	Penicillium_sp_95
Penicillium_sp_96	unspecified_saprotroph	Penicillium_sp_96
Penicillium_sp_99	unspecified_saprotroph	Penicillium_sp_99
Penicillium_sp_100	unspecified_saprotroph	Penicillium_sp_100
Penicillium_sp_101	unspecified_saprotroph	Penicillium_sp_101
Penicillium_sp_106	unspecified_saprotroph	Penicillium_sp_106
Penicillium_sp_107	unspecified_saprotroph	Penicillium_sp_107
Penicillium_sp_108	unspecified_saprotroph	Penicillium_sp_108
Penicillium_sp_109	unspecified_saprotroph	Penicillium_sp_109
Penicillium_sp_110	unspecified_saprotroph	Penicillium_sp_110
Penicillium_sp_113	unspecified_saprotroph	Penicillium_sp_113
Penicillium_sp_114	unspecified_saprotroph	Penicillium_sp_114
Penicillium_sp_115	unspecified_saprotroph	Penicillium_sp_115
Penicillium_sp_116	unspecified_saprotroph	Penicillium_sp_116
Penicillium_sp_117	unspecified_saprotroph	Penicillium_sp_117
Penicillium_sp_118	unspecified_saprotroph	Penicillium_sp_118
Penicillium_sp_119	unspecified_saprotroph	Penicillium_sp_119
Penicillium_sp_120	unspecified_saprotroph	Penicillium_sp_120
Penicillium_sp_121	unspecified_saprotroph	Penicillium_sp_121
Penicillium_sp_122	unspecified_saprotroph	Penicillium_sp_122
Penicillium_sp_123	unspecified_saprotroph	Penicillium_sp_123
Penicillium_sp_133	unspecified_saprotroph	Penicillium_sp_133
Penicillium_sp_137	unspecified_saprotroph	Penicillium_sp_137
Penicillium_sp_138	unspecified_saprotroph	Penicillium_sp_138
Penicillium_sp_141	unspecified_saprotroph	Penicillium_sp_141
Penicillium_sp_145	unspecified_saprotroph	Penicillium_sp_145
Penicillium_sp_147	unspecified_saprotroph	Penicillium_sp_147
Penicillium_sp_149	unspecified_saprotroph	Penicillium_sp_149
Penicillium_sp_155	unspecified_saprotroph	Penicillium_sp_155
Penicillium_sp_156	unspecified_saprotroph	Penicillium_sp_156
Penicillium_sp_157	unspecified_saprotroph	Penicillium_sp_157
Penicillium_sp_158	unspecified_saprotroph	Penicillium_sp_158
Penicillium_sp_161	unspecified_saprotroph	Penicillium_sp_161
Penicillium_sp_169	unspecified_saprotroph	Penicillium_sp_169
Penicillium_spathulatum_1	unspecified_saprotroph	Penicillium_spathulatum_1
Penicillium_spathulatum_3	unspecified_saprotroph	Penicillium_spathulatum_3
Penicillium_spathulatum_4	unspecified_saprotroph	Penicillium_spathulatum_4
Penicillium_spathulatum_7	unspecified_saprotroph	Penicillium_spathulatum_7
Penicillium_spathulatum_8	unspecified_saprotroph	Penicillium_spathulatum_8
Penicillium_spathulatum_9	unspecified_saprotroph	Penicillium_spathulatum_9
Penicillium_spinulosum_3	unspecified_saprotroph	Penicillium_spinulosum_3
Penicillium_spinulosum_5	unspecified_saprotroph	Penicillium_spinulosum_5
Penicillium_spinulosum_7	unspecified_saprotroph	Penicillium_spinulosum_7
Penicillium_spinulosum_9	unspecified_saprotroph	Penicillium_spinulosum_9
Penicillium_spinulosum_10	unspecified_saprotroph	Penicillium_spinulosum_10
Penicillium_spinulosum_11	unspecified_saprotroph	Penicillium_spinulosum_11
Penicillium_spinulosum_12	unspecified_saprotroph	Penicillium_spinulosum_12
Penicillium_spinulosum_15	unspecified_saprotroph	Penicillium_spinulosum_15
Penicillium_spinulosum_16	unspecified_saprotroph	Penicillium_spinulosum_16
Penicillium_spinulosum_18	unspecified_saprotroph	Penicillium_spinulosum_18
Penicillium_spinulosum_20	unspecified_saprotroph	Penicillium_spinulosum_20
Penicillium_spinulosum_23	unspecified_saprotroph	Penicillium_spinulosum_23
Penicillium_spinulosum_24	unspecified_saprotroph	Penicillium_spinulosum_24
Penicillium_spinulosum_25	unspecified_saprotroph	Penicillium_spinulosum_25
Penicillium_spinulosum_29	unspecified_saprotroph	Penicillium_spinulosum_29
Penicillium_spinulosum_30	unspecified_saprotroph	Penicillium_spinulosum_30
Penicillium_spinulosum_31	unspecified_saprotroph	Penicillium_spinulosum_31
Penicillium_spinulosum_32	unspecified_saprotroph	Penicillium_spinulosum_32
Penicillium_spinulosum_34	unspecified_saprotroph	Penicillium_spinulosum_34
Penicillium_spinulosum_35	unspecified_saprotroph	Penicillium_spinulosum_35
Penicillium_spinulosum_36	unspecified_saprotroph	Penicillium_spinulosum_36
Penicillium_spinulosum_37	unspecified_saprotroph	Penicillium_spinulosum_37
Penicillium_spinulosum_38	unspecified_saprotroph	Penicillium_spinulosum_38
Penicillium_spinulosum_41	unspecified_saprotroph	Penicillium_spinulosum_41
Penicillium_spinulosum_43	unspecified_saprotroph	Penicillium_spinulosum_43
Penicillium_spinulosum_44	unspecified_saprotroph	Penicillium_spinulosum_44
Penicillium_spinulosum_45	unspecified_saprotroph	Penicillium_spinulosum_45
Penicillium_spinulosum_47	unspecified_saprotroph	Penicillium_spinulosum_47
Penicillium_spinulosum_49	unspecified_saprotroph	Penicillium_spinulosum_49
Penicillium_spinulosum_50	unspecified_saprotroph	Penicillium_spinulosum_50
Penicillium_spinulosum_51	unspecified_saprotroph	Penicillium_spinulosum_51
Penicillium_spinulosum_52	unspecified_saprotroph	Penicillium_spinulosum_52
Penicillium_spinulosum_53	unspecified_saprotroph	Penicillium_spinulosum_53
Penicillium_spinulosum_54	unspecified_saprotroph	Penicillium_spinulosum_54
Penicillium_spinulosum_56	unspecified_saprotroph	Penicillium_spinulosum_56
Penicillium_spinulosum_57	unspecified_saprotroph	Penicillium_spinulosum_57
Penicillium_spinulosum_59	unspecified_saprotroph	Penicillium_spinulosum_59
Penicillium_spinulosum_60	unspecified_saprotroph	Penicillium_spinulosum_60
Penicillium_stolkiae_1	unspecified_saprotroph	Penicillium_stolkiae_1
Penicillium_stolkiae_2	unspecified_saprotroph	Penicillium_stolkiae_2
Penicillium_subrubescens_1	unspecified_saprotroph	Penicillium_subrubescens_1
Penicillium_tanzanicum_1	unspecified_saprotroph	Penicillium_tanzanicum_1
Penicillium_tanzanicum_2	unspecified_saprotroph	Penicillium_tanzanicum_2
Penicillium_terrigenum_1	unspecified_saprotroph	Penicillium_terrigenum_1
Penicillium_variratense_1	unspecified_saprotroph	Penicillium_variratense_1
Penicillium_verhagenii_1	unspecified_saprotroph	Penicillium_verhagenii_1
Penicillium_verhagenii_4	unspecified_saprotroph	Penicillium_verhagenii_4
Penicillium_verhagenii_5	unspecified_saprotroph	Penicillium_verhagenii_5
Penicillium_verhagenii_9	unspecified_saprotroph	Penicillium_verhagenii_9
Penicillium_verhagenii_11	unspecified_saprotroph	Penicillium_verhagenii_11
Penicillium_virgatum_1	unspecified_saprotroph	Penicillium_virgatum_1
Penicillium_virgatum_2	unspecified_saprotroph	Penicillium_virgatum_2
Penicillium_virgatum_3	unspecified_saprotroph	Penicillium_virgatum_3
